评论ID,电影名称,上映年份,用户评分,情感得分,评论内容,点赞数,主要主题,主题名称
4776183346,惊蛰无声,2026,2,0.471,除了让全国人民知道深圳有这么多干净明亮的公共厕所外我想不出还有什么别的价值,556,5,喜剧类型与商业化过度问题
4772493651,惊蛰无声,2026,0,0.5877,最危险的陷阱不是敌人设下的圈套，而是当你发现多次保护自己的兄弟，竟是被组织用来保全另一颗棋子的弃子。,320,5,喜剧类型与商业化过度问题
4771760577,惊蛰无声,2026,1,0.2737,我一想到我在电影院看了这个片子就羞耻得想找个地缝钻进去,1192,5,喜剧类型与商业化过度问题
4506568272,惊蛰无声,2026,2,0.2006,期待越大失望越大，国师现在拍新片新类型完全照着怎么省钱怎么来，场面小都不是这部片最大的槽点，不明所以的剧情才是最折磨的地方，张导近年最差，没有之一！,6,1,导演风格与视听体验问题
4848899649,惊蛰无声,2026,2,0.1301,啧……唉……就……塑料袋别往下水道扔吧。,92,4,观影期待落差与情绪失望
4773980832,惊蛰无声,2026,2,0.5815,比剧情还烂的是ost,476,2,剧情逻辑与叙事结构问题
4775239549,惊蛰无声,2026,5,0.1873,挺好的啊，为啥分数这么低？比飞驰人生好看多了，差点被豆瓣评分误导不去看了,248,4,观影期待落差与情绪失望
4782546941,惊蛰无声,2026,2,0.799,说一句词切一次镜头，这是学生作业吗，闪得头昏,175,1,导演风格与视听体验问题
4774071789,惊蛰无声,2026,3,0.1994,就，其实就是跟女特务睡了一觉，应该抓她自首的啊，我又不知道她是女特务，大不了开除坐两年牢，我也没造成啥实际危害，出来干闪送呗,549,2,剧情逻辑与叙事结构问题
4771958279,惊蛰无声,2026,1,1.0,1分/剪辑是稀碎的，剧情是没逻辑的，演员是亢奋的，但是蹿出来的活本质依旧是耍猴电影。把观众当傻子一样耍，无关乎逻辑无关乎常识，仅凭一两句话改变剧情的走向，张艺谋致力于在春节档无限次的产出《满江红》2.0 3.0 4.0，致力于用2778次反转来让观众拍案叫绝，没有任何价值可言。,842,2,剧情逻辑与叙事结构问题
4773340565,惊蛰无声,2026,1,0.8892,电影学院没毕业的学生都拍不出让人这么头晕目眩的广告片,643,1,导演风格与视听体验问题
4771940873,惊蛰无声,2026,1,0.988,1.9 精华是那些异性恋情感互动的场景，没少孕意和恶意，像是没事去掏掏垃圾桶就能掏出来床照裸照子宫CT照的一个世界。,819,2,剧情逻辑与叙事结构问题
4771999628,惊蛰无声,2026,2,0.9744,不如直接播放《孤勇者》。。。,874,1,导演风格与视听体验问题
4783116056,惊蛰无声,2026,3,0.3931,片中只要出现垃圾桶，桶里必然能摸出一部手机。出了电影院，看着垃圾桶，我……,106,1,导演风格与视听体验问题
4772828869,惊蛰无声,2026,2,1.0,由国安系统指导创作，在传递“国家安全无小事”这一主旋律上挺明确，试图在商业类型的娱乐性和正能量的教育功能之间找平衡，处理得比一般主旋律大片要圆滑些。视听表达上是用剧而非电影的调度思维包裹了一个略显保守的国安故事，围绕“战机泄密”展开，双男主的国安干警带有几分“翻版”《无间道》的“谁是内鬼”的政治教育。由于题材限制，剧本不能太野太出格，导致许多戏剧冲突被题材上的安全逻辑绊住了，张力与想象空间受限。美术是最薄弱的，学了点儿skyfall里冷蓝调的皮毛，单调的蓝色堆砌有些平板化，与环境的融合度偏低。,135,2,剧情逻辑与叙事结构问题
4771898726,惊蛰无声,2026,2,1.0,这，央视普法大电影水平？若不是赶上史上最弱贺岁档真的会血本无归吧。4字用力的在用眉毛演戏，仿佛一笑就不酷了；他师弟更是，为数不多的镜头里，仿佛一个来参加走秀的男大，碰上大瓜化身地里的猹，左顾右盼好奇满满生怕错过重要情节。影院里每一分钟都想高呼救命🆘,901,1,导演风格与视听体验问题
4786864395,惊蛰无声,2026,1,1.0,这个打分是基于它的成本——相当于读了全省最贵的培训班但高考成绩没到300分，那只有三种可能性——天生智商有问题、自身放纵+娇惯，或者就是故意想恶心人。我觉得本片后两种可能性皆有：剧本逻辑稀碎、人物动机奇葩、剪辑毫无章法、镜头设计与打光完全放弃治疗。张艺谋但凡有一分想要对观众责任的心态，也不会搞出这种东西。如果观众这时候都不表明一点“你给我滚”的态度还在那儿“虽然不好看但是可以看”的给无良商家找理由，就有点自虐狂倾向了。这些个拍电影的也是在干他们份内的工作，不是在做公益更不是在牺牲自己拯救世界；观众看电影是花费金钱和时间成本的，又不欠这些演艺人员的，为啥要搞出一副“有部还行的电影给你看你就感恩吧”的卑微样儿？国产电影不行了，甚至电影产业就不行了，咱有的是别的乐子。该灭亡的东西就它自然灭亡得了。,66,5,喜剧类型与商业化过度问题
4790821178,惊蛰无声,2026,2,0.6044,张艺谋？这片子是AI生成的吗，就没几个镜头是超过三秒的，一场戏镜头能切一百次。求求能拍成电视剧的就别拍电影了，恼。,107,1,导演风格与视听体验问题
4777047324,惊蛰无声,2026,1,0.0659,完全浪费钱，把观众当傻子，在一个满是摄像头的时代，主演的藏匿手段太笨了，天眼随便就追查到了，演戏痕迹很重，前十分钟就感觉在演话剧，很用力的演技感，烂片,280,5,喜剧类型与商业化过度问题
4780078806,惊蛰无声,2026,1,0.0475,張藝謀怎麼成劉偉強徒子徒孫了，玻璃反影證明深圳好繁榮，稀碎的剪輯讓人扶額。所有演員一張死臉說著播音腔主旋律台詞，突然又來幾首mv，要了老命了。,59,1,导演风格与视听体验问题
4777340095,惊蛰无声,2026,3,0.0303,包手机的塑料袋不能扔马桶,125,1,导演风格与视听体验问题
4775255162,惊蛰无声,2026,0,0.0711,《满江红之我也可以尝试一下拍网大》。审美降级到让人匪夷所思。,87,1,导演风格与视听体验问题
4771838464,惊蛰无声,2026,1,0.326,又土又难看，张艺谋学习了这么多年的类型电影，怎么还是没什么太大的长进…另外本片的的价值观非常扭曲。,1050,1,导演风格与视听体验问题
4772500262,惊蛰无声,2026,1,1.0,导演什么时候才能明白，悬疑电影需要铺垫和渲染，不是本格推理的文字游戏。为了反转而丢失掉人物的真实性和弧光，简直得不偿失。视听语言做得很初级，大量的城市镜头加上俯拍视角，像小学生刻意反复点题的作文。对科技的半吊子理解和强行作用，是人文世界在割地赔款。以上一切都只说明了这是一部很烂的电影，但被蒙在鼓里的女上司、美艳的女特务、怀着孕无助的妻子……我在其中，看到了更加令人恶心的刻板印象、男性凝视。,558,2,剧情逻辑与叙事结构问题
4773193865,惊蛰无声,2026,1,1.0,【D】在张艺谋的视角下，深圳已经被彻底异化成一座由冷调LED、黑色皮衣、狂野无人机与比亚迪所统治的城市（虽然现实可能也大差不差就是了）。但上述那些要素在频闪式剪辑面前都不算什么，从未有过真正完整的运动呈现，即使是同一个机位同一个角度同一个特写，张艺谋都要强行让镜头在剪切/变焦后靠得再近一些，只为暴露演员和审美在同一幅面孔上的瑕疵。同时主创对高科技跟踪的想象力就仅限于在穿越机/监控画面中忙里偷闲加个绿框标记，直到结尾才从羊癫疯式的视觉逃离出来，但马上土味沧桑正能量的听觉又登场了，到头来最顺眼的居然是杨幂的恶俗擦边角色。千问的硬广植入像是张艺谋面对新时代的“誓言”，没有人类了，又或者到处都是人类，因为AI真整不出同水准的丑恶视听，这就是人类的极限。,200,3,导演个人风格与角色塑造问题
4783399335,惊蛰无声,2026,1,0.9115,很久没有在电影院如此酣畅淋漓地吃过💩了,66,2,剧情逻辑与叙事结构问题
4848580840,惊蛰无声,2026,2,0.9887,整天就意淫正妻和小三 性感女特务 裸浴刘三姐那点事儿的老登赶紧退休吧,78,5,喜剧类型与商业化过度问题
4490858885,惊蛰无声,2026,2,1.0,【4】最要命的不是为兼顾戏份而“一秒三切”的致盲剪辑，不是毫无铺垫为了反转而反转的双面间谍身份，也不是全员city walk穿插MV的优衣库商品展示视频，而是单纯地不好看，是导演、演员、编剧、摄影、剪辑全部丧失激情，完活儿交工的死气沉沉 所谓“间谍就在身边”，因而比起智斗，那种需要处处提防渗透的日常信任危机才是这个题材的关键。可《惊蛰无声》完全反其道而行之，像一场VR游戏，主角是玩家，场景是失真建模，配角是伪人NPC。任务片反倒没有完成任务，变成了另一种游戏产物 《满江红》起码有自圆其说的反转；《第二十条》至少有普法惠民的价值：哪怕《坚如磐石》都还在剧作尺度上有所突破 《惊蛰无声》有什么？ 有大量对不上口型的台词,182,2,剧情逻辑与叙事结构问题
4776853583,惊蛰无声,2026,2,1.0,所以朱一龙的角色被组织牺牲掉了。 一秒恨不得剪五十次，配乐一惊一乍，加上朱一龙的卖力演出像雄性激素上头精神失调，只想跟杨幂一样呼喊“你冷静一点”，易烊千玺是不是演什么都苦大仇深，没被发现是双重间谍大概是因为脸苦地很稳定看不出来任何情绪变化。里面女性角色不是怨妇就是叛徒，搞事业的“强人”也混不进核心圈子。还得加一句，歌不好听插入地蛮尬的。 过年花钱看烂片其实是为了肯定自己的审美。,191,1,导演风格与视听体验问题
4774322723,惊蛰无声,2026,2,0.9942,知道有反转，但是能转的这么平还是让人瞠目结舌。整部电影不如让幂姐练一个小时瑜伽来的有亮点。易烊千玺什么时候才能摆脱这种从头到尾一个表情的角色。烂完了我只能说,205,1,导演风格与视听体验问题
4791546354,惊蛰无声,2026,1,0.9946,蓝色科幻PPT稻米模版展示,77,2,剧情逻辑与叙事结构问题
4771676050,惊蛰无声,2026,1,0.0036,抛开无聊剧情不谈1.刘耀文的角色有任何作用吗除了展现讲话大舌头2.每首ost都难听得令人发指 3.四字脸成啥样了除了苦大仇深没有其他表情4.张艺谋大过年的要不赔我点钱吧,621,1,导演风格与视听体验问题
4771598587,惊蛰无声,2026,2,0.4211,张的故事都拍得漂亮，可是仔细一想，上级都锁定你们二人中的一个（或两个都是）了，朱一龙还折腾啥呢？这时候你可是“正在被策反”，还什么都还没做！！！hwq并不构成犯罪啊！！！,517,5,喜剧类型与商业化过度问题
4771769405,惊蛰无声,2026,2,1.0,间谍的身份明牌得太早了，导致它失去了谍战的悬疑性，一旦集中于展现深渊边缘的个人心理挣扎，视角就更像警示教育片或者忏悔录之类的东西。哪怕最后又翻了两翻，也无助于事。它本身是宣传视角的，而不是个人视角的。所以即便它仿无间道的双男主设置，也没法出来角色张力。张艺谋这种视觉系导演其实不适合这种题材，当然也没咋认真拍就是了，有些镜头剪得很碎，又切得快，还有部分怼得特别近的特写。不太美观。加上动不动就放歌，以及又有某款泛滥到反感的AI广告……,390,1,导演风格与视听体验问题
4791531357,惊蛰无声,2026,2,0.9879,单位组织看的。为了保护双面间谍易烊千玺，组织活活把朱一龙逼成了叛徒。不过好像也合理，组织就是这么无情无义吧。直到片尾字幕才知道这竟然是张艺谋的电影。好吧……,66,1,导演风格与视听体验问题
4778126963,惊蛰无声,2026,2,0.7016,剧本杀的剧情都比这强啊,117,2,剧情逻辑与叙事结构问题
4771591009,惊蛰无声,2026,1,0.6938,好像那个粗制滥造的网大电影,1165,1,导演风格与视听体验问题
4791346901,惊蛰无声,2026,1,0.7725,拍成这样愧对国安工作者,78,1,导演风格与视听体验问题
4773800495,惊蛰无声,2026,0,0.5903,全程特写 AI剪辑 短剧潮流老谋子,65,1,导演风格与视听体验问题
4803647533,惊蛰无声,2026,1,0.2943,不清楚这到底算高级舔还是高级黑 但很确定两头的人看完都会很恶心,19,1,导演风格与视听体验问题
4772499504,惊蛰无声,2026,2,1.0,总体水平低劣的不像一部张艺谋作品，但阵容却又是明显只有张艺谋才能调动的体量，就像那种明显不想考试的孩子胡写的卷子，有再多明星也没什么用，别说早期的经典，即使拿来和《第二十条》对比也完全不配。故事的问题大到几乎可以完全无视所有演员的表演，基础的动机推敲都不过关的话，就没什么让人信服的地方。,365,2,剧情逻辑与叙事结构问题
4848476968,惊蛰无声,2026,2,0.7956,在莫名其妙唱什么？在莫名其妙反转什么？在莫名其妙自我感动什么？,72,1,导演风格与视听体验问题
4772436871,惊蛰无声,2026,1,0.4552,又能赚钱又能折磨观众，你们可太毒了,457,4,观影期待落差与情绪失望
4776783204,惊蛰无声,2026,1,1.0,看《惊蛰无声》的过程挺难熬的，谍战故事最基本的逻辑在这里是不成立的。剧本太单薄了，再加上镜头剪辑的混乱，最终的成片质感很廉价。 再说人物，赵虹作为一个可有可无的角色，她存在的意义是什么？刘诗诗扮演的妻子在设定上又是男人戏里俗套的工具人。至于两男主的人设，有着很明显的逻辑Bug。严迪是双面间谍的身份一揭晓，那黄凯就是被自己人做了局下了套，一步步催他去死，真挺惨的，人家境外势力也没自个组织那么狠啊。 也不知道张艺谋是不是陈思诚附身了，《满江红》里那种刻意的反转再反转，在这里又上演了一遍，再加上几乎所有人都在故作深沉地端着演，还有那几段难听的BGM以及四字的气泡音台词功底，难看到让人招笑。,151,1,导演风格与视听体验问题
4778708092,惊蛰无声,2026,1,0.0001,开头三分钟就绷不住了，一群男模女模脸套着黑皮夹克在大街上摆着个臭脸跟踪，你们是怕别人认不出来你们是特工么？然后绕来绕去，还是把国家安全拍成了男的出轨、女的怀孕那点破事儿。最后编剧写不下去了，逻辑线捋不通了，咋办？反转! 无脑反转就完事了!,109,1,导演风格与视听体验问题
4777290826,惊蛰无声,2026,1,0.5361,三个插曲都是ai写的吧,123,2,剧情逻辑与叙事结构问题
4774575065,惊蛰无声,2026,4,0.0009,扣的一星给老谋子安排的配乐，麻烦让专业的人干专业的事。一而再再而三硬配乐实在是无力吐槽！一定要把话都讲那么尽吗？！,51,1,导演风格与视听体验问题
4771922748,惊蛰无声,2026,1,0.0142,短剧体量，像三两天写出来胡闹的，前言不搭后语。,212,2,剧情逻辑与叙事结构问题
4778424058,惊蛰无声,2026,2,0.0094,这么弱智的吗？和女特务睡一觉就把自己小命搭进去了。,115,1,导演风格与视听体验问题
4772844460,惊蛰无声,2026,2,0.9965,生生给我看了一小时出轨男心路历程，他痛苦他迷茫，他都准备好要杀人灭口了他可太惨了。所有人到哪都是一身黑，生怕别人不知道他们在盯人跟人，重点怀疑对象还留在办公室里互相相面。最后叛徒让特务炸死了，特务让钉子打死了，钉子把自己枪毙了，就愣是没留住一个有用的活口能套出上线信息，感觉就是工作到处有bug，但反正就不知道怎么运行起来了。谁知道这个镜头到底是怎么回事？怼在脸上开始晃，这真的能讲清楚人物内心吗？,197,1,导演风格与视听体验问题
4819249413,惊蛰无声,2026,2,0.3023,如果你忍着看了前五分钟，你将看到一个高度信息化却中央集权的女指挥官，和一个七旬老汉理解的高科技和现代化。,43,2,剧情逻辑与叙事结构问题
4772164327,惊蛰无声,2026,1,0.0046,烂片，烂剪辑，烂摄影，很久没看这么难看的了，看这个不如重看春晚,470,1,导演风格与视听体验问题
4783262668,惊蛰无声,2026,2,0.5034,一无是处，除了杨幂跑步。,50,1,导演风格与视听体验问题
4773996172,惊蛰无声,2026,2,0.0018,不建议阅片量200以上的人看，国师仿佛缺钱缺到了认准了薅下沉市场羊毛，剧本比《第二十条》还薄弱，一群大咖用苦大仇深的脸集体陪着剧本过家家，OST歌词难听的钥匙白瞎三个歌手，国安的伪装水平不比换成老奶装出门的rose高明，你上个公厕出来就换了身衣服以为监控不认识你了？就连公安起码都知道看走路姿势——而且动不动就嘴遁上价值。票钱50，居然只是看一个长得像梁朝伟的劈腿男和他用华为手机所以一眼就看出来是碟中谍的兄弟企图演无间道兄弟情，结局自以为的高深反转，但看起来就是在无病呻吟。,241,1,导演风格与视听体验问题
4772583308,惊蛰无声,2026,2,0.9998,这个剪辑真的要把我看吐了，配上精心准备的一次性歌曲，郭敬明在张艺谋面前都要成电影大师了。,358,1,导演风格与视听体验问题
4778958212,惊蛰无声,2026,2,1.0,拉了好大一坨…这么多讲得出来名字的演员一起在这里走秀呢？穿得黑黢黢的个个走出一米八的气场，当这里是巴黎秀场啊。演员都在走秀，导演都在拍空镜、拍航拍、搞运镜，你把摄影机当导航用呢？大量的特写、近景怼着演员脸部拍，人家持续发力、持续爆青筋，然后最后全是抽帧，情绪全是片段的、碎片的。整体下来看完真的感觉不适。另外，三首插曲真的不好听，但很好用，每次想把角色塑造成孤勇者的时候就用插曲填补乏味，这合适吗？看电影变听歌了。最后，请放弃拍续作的想法吧！,83,1,导演风格与视听体验问题
4772101366,惊蛰无声,2026,2,1.0,剧本无论是放在国产反特影像序列里还是横向跟英美法苏经典谍战影视比都太差了，悬疑没有，开场第一幕基本上一看卡司阵容就知道谁是狼，所以老谋子不得不在结尾加两个反转，但效果有限，谍战角色身份认同的微妙感没有写出来，而且前面都用音乐拍两段MV轰情绪，考虑反特片结局传统，第一个反转出来的时候第二个反转还难猜吗？国安队员个个整得像zara模特也太可笑了，对话没张力只能靠高速碎剪硬凑，全程粉蓝色低科技打光也是污染眼睛，纯流媒体网大质感。宋佳的表演是少数能让眼睛舒服的段落，但还是抵消不了杨幂演女特务给我带来的PTSD。PS，405601密码是致敬老公安电影；PPS，UI设计拉完了，无论字体还是配色都浓浓低科技感，无人机和监控画面的视觉元素要么过于乱要么过于简略。,165,1,导演风格与视听体验问题
4772367746,惊蛰无声,2026,1,0.0027,什么鸡脖玩意…..ai接管电影就这样，看完真的好惆怅啊，自己就这么毁自己的导演真不多见…剪辑稀烂，0视听0调度0美学0构图，配乐全是Ai，剧本我估计也是，我滴妈啊,530,2,剧情逻辑与叙事结构问题
4781756418,惊蛰无声,2026,2,0.9948,其实我觉得就是一部配乐很不错的国安战士宣传片，立意不错，价值也很积极。只是这两张皮之间，您这饺子没馅啊。,55,2,剧情逻辑与叙事结构问题
4849583527,惊蛰无声,2026,2,0.023,全片最令我不适之处是把塑料袋冲进马桶里，内心大喊'会堵'！不得不自我说服那一定是水溶性特殊材料做的袋子。真是有一套啊，三天逼死一个队长；3分钟逼疯一个我。,23,4,观影期待落差与情绪失望
4773181853,惊蛰无声,2026,0,0.7619,那三首bgm太败笔了，而歌词竟是张艺谋自己写的……,64,1,导演风格与视听体验问题
4772169961,惊蛰无声,2026,1,0.9987,之前骂国师视听是电视剧水平还是骂早了，现在国师也就是个短剧水平。剧本ai，台词人机味儿极强，人物仿佛没写小传，除了朱一龙其他人更是没啥表演空间。剪辑业余，节奏倒是快，但很多景别切换完全没有任何用处，正反打更是直接谁说话给谁，生怕观众看不懂。那既然这样我为什么不在家打开红果直接看短剧呢？,482,1,导演风格与视听体验问题
4772093372,惊蛰无声,2026,2,1.0,正能量版《无间道》，注定无法走向《赛末点》的结局。无论追逐戏还是跟踪戏，都被《捕风追影》按在地上摩擦。从未在张艺谋电影里看过这么多变焦镜头，还有不断变换景别的快速剪辑，试图制造紧张感，但只凸显出美学风格的贫瘠。几乎没有智斗可言，从一开始所有人基本都亮了明牌，不断出现的无人机俯视镜头，意味着一切都在老大哥的注视之下。最后碟中谍的戏份让人非常疲惫，在观众预判之内故作深沉地反转两回，易烊千玺是被赏赐了黄马褂吗，永远得演伟光正的角色。张末出走半生，归来还是只能在老爸电影里当B组导演。,132,1,导演风格与视听体验问题
4751038628,惊蛰无声,2026,2,0.9488,难看！故事不行，画面质感像网大，剪辑乱来，想呈现人物的内心漩涡就上歌曲，这种MV拍法实在廉价，剧本不行就容易出现这种状况。,154,1,导演风格与视听体验问题
4772884505,惊蛰无声,2026,1,0.5152,bgm歌词像喂ai的，我是真滴蚌埠住,199,4,观影期待落差与情绪失望
4771736304,惊蛰无声,2026,1,0.9989,尬得很，想努力营造煽情，但是演技真的尬，看得人只想翻白眼。是全员演技差哦，易烊千玺，朱一龙，刘诗诗，杨幂……演技一个比一个差。远离拼盘电影。,819,1,导演风格与视听体验问题
4771625466,惊蛰无声,2026,2,1.0,MV大串烧，以及一会来一段伟光正的咯噔台词（好吧，一天四部，家人之一表示最喜欢这部的style）。。。依托答辩，张艺谋自己满意吗❓（以前编导老师课件中的代表导演，现在咋拍出这样的片子了，还是很震撼。。）每一个人物都很扁平，明明有很多可以深挖的东西，而它生拎了其中一截，直接了当地告诉你结果。黄凯算是比较饱满立体的了，个人感觉是隐形男主，有人性的挣扎，当然夫妻矛盾的源头是啥我们不知道，怎么演变成这样的我们也不清楚。师兄弟俩在地上扭打的那段打戏很可笑。宋佳、张译完全没有发挥的空间，就……卡司好看吧。小玉一直哭哭哭让人烦，没有一场不是哭戏，刘诗诗状态也不是很好，眼睛睁不开的感觉。林博洋完全可以安排卧底，短发浪费颜值。人物对话怼大头，一句一切，超刻意、超认真地塑造紧张的氛围ing，夸一句真努力吧。,399,1,导演风格与视听体验问题
4771968488,惊蛰无声,2026,4,0.1869,感觉全程1.5倍速在放，剪辑是有什么事很着急么，剧情还可以,94,1,导演风格与视听体验问题
4772321715,惊蛰无声,2026,2,0.3227,到底谁教你用这么土的bgm？？？,347,1,导演风格与视听体验问题
4771587244,惊蛰无声,2026,1,0.1242,就像小成本电视剧一样，全程看不进去,917,1,导演风格与视听体验问题
4778070749,惊蛰无声,2026,4,0.0144,7分。整个本子并没有很多评论说得那么差，应该说这也不是剧本杀，是综合了很多国安的现实写出来的。例如朱一龙饰演的黄队为什么会第一时间想到杨幂这个情人可能是间谍，正是因为国安获得了情报有人正在被策反。正在就是可能刚开始，他出于职业敏感一下子想到了可怕的可能性。在例如他为什么不能自首，也是因为国安的性质，不管出于什么原因，他都和间谍睡了，这种时候不会给任何解释的机会。易烊千玺的严队是反卧底也有很多铺垫，例如他一开始就斩钉截铁说那个小姑娘不可能是钉子，因为他知道自己才是。黄队的事情可能他也知道，但没得选，所以他只想把他和杨幂一起抓住，后面可能留有后招。但黄队自杀了，他才会那么痛苦。整部影片我觉得比飞驰3好。,21,5,喜剧类型与商业化过度问题
4849652732,惊蛰无声,2026,1,0.8347,拍的什么玩意，张艺谋怎么老是用yyqq的猪腰子脸霸凌观众，哦对了，里面的歌难听的要死,17,2,剧情逻辑与叙事结构问题
4773859798,惊蛰无声,2026,1,0.9644,这个逼镜头切得比网剧质感还差,119,1,导演风格与视听体验问题
4773159794,惊蛰无声,2026,2,0.6161,在红果短剧里，绝对算上品。,184,2,剧情逻辑与叙事结构问题
4773153910,惊蛰无声,2026,3,0.0063,过年2小时才有诚意懂吗？另外你嫌疑人在医院，病房里没有监控？探视一个人符合规定嘛？,64,1,导演风格与视听体验问题
4778195632,惊蛰无声,2026,1,0.0558,平均2秒切个镜头+神人运镜+时不时来个音效跳杀+像AI生成的三首便宜bgm，一个半小时如坐针毡,103,1,导演风格与视听体验问题
4774761182,惊蛰无声,2026,0,1.0,依靠主观臆想搭建的谍战细节，凭借男凝幻觉捏造的女性形象，利用廉价ai完成的剪辑、表演和音乐。就在你以为春节档应该是一次比较用心的面对观众、呼唤电影回归的时刻，国师迎面扔给你一大坨速成XX。吃X不让人愤怒，让人愤怒的是当下国产电影已经如此艰难的时刻，这个行业的领军人物，竟带头如此公开且毫不羞耻地，用不严肃的态度对待电影。当然这里边的复杂性不能只归于国师一人，某些大他者对那些很可能一年就进一两次影院的、整个行业都拼命想要挽回的观众群体的轻慢，又何尝不是一种对更普遍的人的轻慢。都不能展开说，那便也就不给分了。,27,2,剧情逻辑与叙事结构问题
4781459876,惊蛰无声,2026,1,0.89,三首反映人物心境变化的AI风口水歌太过厉害，不像迪士尼卡通那样又唱又跳起来真是浪费。从开头塑料CG全息影像监控界面，到杨幂一边清凉瑜伽一边运筹帷幄，搭配碎片化短剧剪辑，时不时来点镜像跳帧啥的，紧贴时代的审美也很高级的样子。我等低级趣味欣赏不来打一星的观众，会不会被郭安局监控？然后被查出前女友有海外关系，或是大学租房时同个小区还住了个雇佣弓弩刺客啥的，有点孩怕,42,1,导演风格与视听体验问题
4807458371,惊蛰无声,2026,1,0.9277,我幂说得没错，看完后什么也没发现，只记得她身材挺好的。,14,1,导演风格与视听体验问题
4771852876,惊蛰无声,2026,3,0.3277,受不了反转反转再反转了，港片玩到吐的套路给老谋子迷上了。,126,1,导演风格与视听体验问题
4771665328,惊蛰无声,2026,2,1.0,剧情不够，歌词来凑。塑造不足，演员强撑。色诱叛国，动机牵强。身份反转，伎俩惯用。电影成本，花在片酬。谋依然是很敏锐的选角导演，无不是在加强刻板化宋佳杨幂刘诗诗的公众形象。,211,2,剧情逻辑与叙事结构问题
4773769040,惊蛰无声,2026,2,0.7049,那几首插曲是ai写的吗？,133,2,剧情逻辑与叙事结构问题
4771601023,惊蛰无声,2026,2,0.9976,台词惨不忍睹，故事发展低幼且各种细节漏洞，人物行事动机让我摸不着头脑，怎么说呢，比去年《东极岛》好…,477,2,剧情逻辑与叙事结构问题
4781142073,惊蛰无声,2026,1,0.4949,网大质感，电视剧拍法，低成本谍战，本质是个职场伦理片，还是没有前因后果的那种，朱一龙的出轨，张译要整死朱一龙，易烊千玺投诚张译全没说请，配上碎到人头晕的剪辑和糟糕的配乐选品，开年大灾难片,26,1,导演风格与视听体验问题
4776319386,惊蛰无声,2026,1,0.9091,春节档+国师+太子🎉🎉🎉,120,5,喜剧类型与商业化过度问题
4772057526,惊蛰无声,2026,2,1.0,原本以为《捕风追影》的AI增强式推镜和快切已经天下无敌了，没想到还有看上去像是全靠千问自己剪的片子，这是谁的部将？全程平均镜头长度不超过2秒，跳切+旋转+无止境拉近，还有铐手铐时那个堪比枪声的雷霆音效，国师你是不是把短视频当做国人审美新时尚了？赶工痕迹超级明显，口型对不上就不说了，那几首歌也是一点活人感都没有啊。但该说不说这个片子确实适合做成解说视频，也终于是让国师吃上下沉市场了，这是准备从国产斯皮尔伯格转型成国产温子仁了。政治惊悚片全程拍得这么慌张实在是太毁观感了，套用郭德纲的一句话，一个悬疑故事讲得这么沉不住气，只能说明丫心里没底。,88,2,剧情逻辑与叙事结构问题
4773109159,惊蛰无声,2026,2,0.9998,生搬硬套的主题、高频的切镜方式、功能性的反转、工具性质的角色，就连影像质感也越来越差。张艺谋真的该退休了吧，不然还是尽早转型做短剧比较好！,66,1,导演风格与视听体验问题
4777377746,惊蛰无声,2026,2,0.9666,救命，看完居然觉得雷佳音演得最好.....,60,1,导演风格与视听体验问题
4851509010,惊蛰无声,2026,2,0.986,一不留神我还以为我在看20年前的国产刑侦探案剧。正反打横移镜头本身就莫名，这么快速跳切剪辑是什么风格？是怕观众看仔细了泄露国安机密了吗？基本网大水平，剧本不能说弱智，后面的反转还是有看点的，但是逻辑牵强，反转也是生硬莫名，就这还无间道？几个主演像打了鸡血。国师现在彻底成为挂名工匠了，这种片子随便国内找个网大导演都能拍。Ps 雷佳音你头真的很大。,2,1,导演风格与视听体验问题
4771858839,惊蛰无声,2026,0,0.1945,那两个什么视频？？让我看看（？,12,1,导演风格与视听体验问题
4848644100,惊蛰无声,2026,3,0.2931,几张床照就能要挟国安队长叛国了？,27,3,导演个人风格与角色塑造问题
4788971596,惊蛰无声,2026,2,0.9463,朱一龙换衣服大赏+深圳跑酷游戏+为了反转而反转的无聊故事+张艺谋作词但歌很难听的MV…..情绪这么不稳定的人我真的害怕。@华夏电影中心,12,1,导演风格与视听体验问题
4774183355,惊蛰无声,2026,2,0.9619,不是很理解这个镜头切换的逻辑，是想营造快节奏？人物对话切换快，外加脸部特写的冲击，观感很晕的。,111,2,剧情逻辑与叙事结构问题
4773428256,惊蛰无声,2026,1,1.0,不存在精彩的双雄对决。一位无知小白在正片受虐；另一位全知的角色弧在花絮扭成麻花幽你一默--两位“骨子里”都是好的，可这料事如神的领导，无所不能的体系。从百出的漏洞看去，满眼都是“吃人”二字,46,2,剧情逻辑与叙事结构问题
4771835821,惊蛰无声,2026,3,0.2142,动作片就是动作片，不要过于腻歪。回来的路上，母上一直在抱怨她喜欢的朱一龙被小鲜肉“压番”。我倒是觉得张艺谋的影子都没看到。,36,4,观影期待落差与情绪失望
4775269110,惊蛰无声,2026,2,0.5707,感觉像那种20分钟的大学生微电影，硬生生拍了108分钟,82,1,导演风格与视听体验问题
